user_idx,true_label,decision_code,alarm_class,is_correct,af_value,sw_latency_ms,fold_energy_kwh,fold_power_watts,fold_duration_s,fold_cpu_energy_kwh,fold_ram_energy_kwh
299,1,1,2,0,1073741824,24.073,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
134,10,0,-1,0,1073741824,30.225,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
275,2,0,-1,0,1073741824,19.744,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
427,10,1,2,1,535065402,7.024,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
126,1,1,2,0,529417963,5.881,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
444,1,0,-1,1,1073741824,19.886,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
396,1,0,-1,1,1073741824,18.769,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
73,1,0,-1,1,1073741824,19.952,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
234,1,1,2,0,410762774,5.045,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
329,2,1,2,1,242931618,3.534,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
202,1,1,2,0,493849580,4.927,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
255,1,1,2,0,158187269,2.688,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
337,1,1,2,0,1073741824,15.928,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
341,10,0,-1,0,1073741824,18.073,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
290,1,0,-1,1,1073741824,20.111,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
108,2,1,2,1,112988099,3.296,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
33,1,0,-1,1,1073741824,19.711,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
137,10,0,-1,0,1073741824,20.213,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
205,1,0,-1,1,1073741824,32.562,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
161,1,0,-1,1,1073741824,24.814,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
435,1,0,-1,1,1073741824,535.978,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
117,1,1,2,0,557655158,6.033,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
28,2,1,2,1,62141489,1.706,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
166,1,0,-1,1,1073741824,15.272,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
420,15,1,2,1,62141489,1.663,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
285,3,1,2,1,618132550,5.706,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
451,1,1,2,0,427711644,4.440,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
138,1,1,2,0,1073741824,12.470,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
372,2,1,2,1,203386439,2.601,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
236,1,0,-1,1,1073741824,14.800,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
367,2,0,-1,0,1073741824,15.986,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
446,1,0,-1,1,1073741824,16.553,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
273,1,0,-1,1,1073741824,15.095,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
87,4,1,2,1,540712841,5.939,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
369,1,0,-1,1,1073741824,16.780,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
311,1,1,2,0,501167664,4.218,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
36,1,0,-1,1,1073741824,13.236,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
331,1,1,2,0,1073741824,11.398,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
349,1,0,-1,1,1073741824,15.831,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
423,1,1,5,0,794839467,6.781,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
136,1,0,-1,1,1073741824,14.518,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
343,6,1,2,1,1073741824,10.464,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
107,1,1,2,0,1073741824,13.334,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
181,16,0,-1,0,1073741824,20.354,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
189,9,1,2,1,465599280,4.595,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
83,4,1,2,1,608482109,21.064,0.0000002881,0.9216,1.125,0.0000026748,0.0000017765
