user_idx,true_label,decision_code,alarm_class,is_correct,af_value,sw_latency_ms,fold_energy_kwh,fold_power_watts,fold_duration_s,fold_cpu_energy_kwh,fold_ram_energy_kwh
164,1,0,-1,1,1073741824,45.716,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
382,1,0,-1,1,1073741824,34.453,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
77,2,0,-1,0,1073741824,26.878,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
306,16,1,2,1,597281240,7.260,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
179,2,0,-1,0,1073741824,18.729,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
92,1,0,-1,1,1073741824,18.807,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
264,1,0,-1,1,1073741824,21.513,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
376,8,1,2,1,454301269,5.255,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
21,1,1,2,0,779088955,9.531,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
45,4,1,2,1,620740300,8.079,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
190,1,1,2,0,620740300,6.740,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
158,1,1,2,0,718290894,8.696,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
218,3,1,2,1,123190149,2.431,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
364,6,0,-1,0,1073741824,28.283,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
96,10,1,2,1,761494660,8.925,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
177,1,1,4,0,1073741824,23.178,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
303,3,1,2,1,644199360,11.239,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
385,1,0,-1,1,1073741824,32.360,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
217,15,1,2,1,1073741824,33.593,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
397,10,1,2,1,456466720,10.178,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
127,10,0,-1,0,1073741824,54.680,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
422,1,1,2,0,609010770,20.530,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
383,1,0,-1,1,1073741824,84.894,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
196,1,0,-1,1,1073741824,16.865,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
419,1,1,2,0,1073741824,16.398,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
94,10,1,2,1,456466720,10.069,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
69,1,1,2,0,620740300,6.191,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
228,1,0,-1,1,1073741824,16.694,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
129,1,1,2,0,644199360,6.486,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
358,6,1,2,1,222921236,2.388,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
133,1,1,2,0,565776924,4.413,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
363,10,1,2,1,761494660,6.091,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
353,10,1,2,1,691117480,12.356,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
438,1,0,-1,1,1073741824,17.573,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
153,6,1,2,1,456466720,4.099,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
151,1,0,-1,1,1073741824,17.516,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
261,16,1,3,1,1073741824,14.733,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
399,1,0,-1,1,1073741824,17.587,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
68,6,1,2,1,820142310,8.775,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
156,1,0,-1,1,1073741824,17.205,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
257,3,1,2,1,597281240,6.725,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
207,9,1,2,1,310915274,3.121,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
314,1,0,-1,1,1073741824,15.684,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
93,5,1,3,1,882503001,8.664,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
227,16,0,-1,0,1073741824,15.576,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
272,6,1,3,1,843600057,9.360,0.0000002068,0.9583,0.777,0.0000017067,0.0000014891
